doc_id,dname,gender,qualification,job_specification,hosp_name
1492,Amy Cole,M,D.M.,Dermatologist,American Mission Hospital
1493,Austin Lee DVM,M,Board Certified,Dermatologist,King Hamad University Hospital
1494,Lisa Benson,M,Board Certified,Opthalmologist,St Thomas Hospital London
1495,Mario Franklin,M,MBBS,Pediatrician,King Faisal Specialist Hospital & Research Centre
1496,Tonya Martinez,M,D.M.,Anesthologist,King Faisal Specialist Hospital & Research Centre
1497,Kimberly Atkins,F,BPT,Anesthologist,St Thomas Hospital London
1498,Hannah Craig,F,MS,Opthalmologist,Bahrain Defence Force Hospital
1499,Kimberly Boone,F,Residency,Dermatologist,Al-Hilal Hospital
1500,Alexander Miles,F,MD,Surgeon,St Thomas Hospital London
1501,Kathleen Golden,M,MD,Surgeon,American Mission Hospital
1502,Patrick Patterson,M,MS,Nephrologist,American Mission Hospital
1503,Charles Velez,M,D.M.,Pediatrician,Al-Hilal Hospital
1504,Timothy Silva,M,MD,Nephrologist,American Mission Hospital
1505,Carolyn Mercer,M,Residency,Physiotherapist,King Hamad University Hospital
1506,James Walker,M,MD,Anesthologist,Mayo Clinic
1507,Richard Ramos,M,Board Certified,Opthalmologist,King Faisal Specialist Hospital & Research Centre
1508,Edward Smith,F,Board Certified,Pediatrician,American Mission Hospital
1509,Holly Barber,F,MD,Psychiatrist,Dar Al Shifa Hospital
1510,Anne Tran,M,MBBS,Physiotherapist,Bahrain Defence Force Hospital
1511,Stacy Harris,M,MS,Anesthologist,King Hamad University Hospital
1512,Rachel Reed,M,MD,Anesthologist,Mayo Clinic
1513,Karen Hernandez,M,BPT,Dermatologist,Dar Al Shifa Hospital
1514,Troy Green,F,MS,Pediatrician,Emirates Hospital
1515,Albert Monroe,M,Residency,Nephrologist,Bahrain Defence Force Hospital
1516,Richard Davila,F,MD,Surgeon,Emirates Hospital
1517,Craig Green,M,MD,Opthalmologist,Bahrain Defence Force Hospital
1518,Robin Holt,M,Residency,Radiologist,Al-Hilal Hospital
1519,Michael Summers,M,BPT,Anesthologist,St Thomas Hospital London
1520,Guy Hudson,M,Residency,Radiologist,St Thomas Hospital London
1521,Kayla Martinez,F,D.M.,Nephrologist,Al-Hilal Hospital
1522,Megan Madden,M,Residency,Surgeon,Dar Al Shifa Hospital
1523,Douglas Mcclure,F,BPT,Opthalmologist,St Thomas Hospital London
1524,Edward Ramirez,M,D.M.,Opthalmologist,Bahrain Defence Force Hospital
1525,Autumn Durham,F,Residency,Physiotherapist,St Thomas Hospital London
1526,Jodi Carter,M,BPT,Radiologist,King Hamad University Hospital
1527,Amanda Austin,M,MD,Anesthologist,Emirates Hospital
1528,Ricardo Woods,M,MD,Radiologist,American Mission Hospital
1529,Jennifer Romero,F,D.M.,Anatomy,Salamaniya Hospital
1530,Donna Edwards,M,D.M.,Anatomy,Mayo Clinic
1531,Kimberly Webb,M,BPT,Nephrologist,King Hamad University Hospital
1532,Brandi Peters,F,BPT,Radiologist,Bahrain Defence Force Hospital
1533,Patricia Nichols,M,BPT,Surgeon,American Mission Hospital
1534,Krista Browning,M,Board Certified,Surgeon,Emirates Hospital
1535,Haley Smith,F,Residency,Pediatrician,King Faisal Specialist Hospital & Research Centre
1536,Richard Neal,M,MBBS,Dermatologist,Bahrain Defence Force Hospital
1537,Jennifer Moreno,M,MS,Pediatrician,Mayo Clinic
1538,James Cohen,M,MS,Anesthologist,King Hamad University Hospital
1539,Bradley Wright,F,BPT,Opthalmologist,Mayo Clinic
1540,Paul Thornton,F,MD,Anesthologist,Dar Al Shifa Hospital
1541,Holly Gregory,F,MD,Dermatologist,Mayo Clinic
1542,Carlos Mcpherson,M,MD,Opthalmologist,King Faisal Specialist Hospital & Research Centre
1543,Jeremy Jackson,M,MS,Opthalmologist,King Hamad University Hospital
1544,Karen Davis,M,MD,Pediatrician,Salamaniya Hospital
1545,April Guerrero,M,MD,Surgeon,American Mission Hospital
1546,Angela Delgado,F,Residency,Nephrologist,Al-Hilal Hospital
1547,Danielle Mcbride,M,Residency,Anesthologist,King Hamad University Hospital
1548,Cassandra Ramirez,F,MBBS,Psychiatrist,King Faisal Specialist Hospital & Research Centre
1549,Michelle Carroll,M,MS,Radiologist,King Hamad University Hospital
1550,Michael Peters,M,MD,Dermatologist,Salamaniya Hospital
1551,Charles Clarke,M,MBBS,Psychiatrist,Salamaniya Hospital
1552,Michelle Cox,M,D.M.,Psychiatrist,Al-Hilal Hospital
1553,Willie Murray,F,Board Certified,Radiologist,Salamaniya Hospital
1554,Joseph Miller,M,Board Certified,Radiologist,American Mission Hospital
1555,Holly Martinez,M,MS,Anatomy,King Faisal Specialist Hospital & Research Centre
1556,Tami Gill,M,Board Certified,Pediatrician,Emirates Hospital
1557,Andrew Cole,M,MS,Psychiatrist,Salamaniya Hospital
1558,Cory Medina,M,Residency,Nephrologist,Dar Al Shifa Hospital
1559,Lynn Hicks,M,Board Certified,Pediatrician,American Mission Hospital
1560,Henry Johnson,M,MBBS,Nephrologist,King Hamad University Hospital
1561,Nancy Davis,F,BPT,Anatomy,Mayo Clinic
1562,Alexis Melendez,M,D.M.,Anesthologist,American Mission Hospital
1563,Diane Blevins,M,MBBS,Nephrologist,Dar Al Shifa Hospital
1564,Kristin Smith,M,Residency,Physiotherapist,Salamaniya Hospital
1565,Eric Thompson,M,Board Certified,Nephrologist,King Faisal Specialist Hospital & Research Centre
1566,Michael Cox,M,MD,Nephrologist,King Faisal Specialist Hospital & Research Centre
1567,Brad Brown,F,MS,Physiotherapist,King Hamad University Hospital
1568,Robin Carpenter,M,Residency,Psychiatrist,Al-Hilal Hospital
1569,Mrs. Holly Murphy,F,BPT,Anatomy,Emirates Hospital
1570,Harold Chavez,M,Board Certified,Dermatologist,Bahrain Defence Force Hospital
1571,Donald Fernandez,M,D.M.,Psychiatrist,Bahrain Defence Force Hospital
1572,Todd Lee,M,MS,Surgeon,King Hamad University Hospital
1573,Kimberly Evans,M,Board Certified,Pediatrician,Salamaniya Hospital
1574,Joseph Vargas,M,D.M.,Dermatologist,St Thomas Hospital London
1575,Gabriella Turner,M,Board Certified,Opthalmologist,Bahrain Defence Force Hospital
1576,Christopher Davis,F,Board Certified,Anatomy,American Mission Hospital
1577,Robert Woods,M,Residency,Opthalmologist,Bahrain Defence Force Hospital
1578,Samantha Davidson,F,D.M.,Physiotherapist,American Mission Hospital
1579,Nicholas Mcgrath,M,Board Certified,Dermatologist,Dar Al Shifa Hospital
1580,William Powers,M,BPT,Psychiatrist,Bahrain Defence Force Hospital
1581,Linda Klein,F,BPT,Physiotherapist,St Thomas Hospital London
1582,Michael Lara,M,D.M.,Anesthologist,Dar Al Shifa Hospital
1583,Sandra Evans,M,MBBS,Opthalmologist,St Thomas Hospital London
1584,Jason Floyd,M,Residency,Anatomy,Al-Hilal Hospital
1585,Patrick Gordon DVM,M,MS,Nephrologist,Mayo Clinic
1586,Stephen French,M,BPT,Pediatrician,Mayo Clinic
1587,Juan Nelson,M,MD,Physiotherapist,Salamaniya Hospital
1588,Eric Moyer,M,MS,Dermatologist,Salamaniya Hospital
1589,Chelsea Jones,M,Board Certified,Anesthologist,St Thomas Hospital London
1590,Sheri Thomas,F,BPT,Dermatologist,King Faisal Specialist Hospital & Research Centre
1591,Nicole Brock,M,Board Certified,Anatomy,Emirates Hospital
1592,Kathy Ashley,M,MS,Psychiatrist,American Mission Hospital
1593,Christopher Fisher,M,MD,Radiologist,King Hamad University Hospital
1594,Robert Hamilton,M,BPT,Anatomy,King Faisal Specialist Hospital & Research Centre
1595,Amanda Arnold,M,MS,Physiotherapist,Dar Al Shifa Hospital
1596,Glenn Fuller,M,BPT,Radiologist,American Mission Hospital
1597,Jared Jimenez,M,BPT,Nephrologist,St Thomas Hospital London
1598,James Reed,M,MS,Opthalmologist,Salamaniya Hospital
1599,Heather Jones,M,MD,Nephrologist,King Hamad University Hospital
1600,Michael Martinez,M,BPT,Physiotherapist,Al-Hilal Hospital
1601,Brandon Walters,F,MBBS,Pediatrician,Salamaniya Hospital
1602,Sonia Gay,M,MBBS,Nephrologist,Dar Al Shifa Hospital
1603,Lawrence Savage,F,MBBS,Pediatrician,Emirates Hospital
1604,Leslie Mclaughlin,M,Residency,Nephrologist,Dar Al Shifa Hospital
1605,Bradley Singleton,M,MD,Physiotherapist,St Thomas Hospital London
1606,Michael Burke,M,MS,Surgeon,Al-Hilal Hospital
1607,Andrea Becker,M,Board Certified,Pediatrician,Salamaniya Hospital
1608,Laura Smith,M,BPT,Opthalmologist,Al-Hilal Hospital
1609,Thomas Buchanan,M,BPT,Physiotherapist,King Hamad University Hospital
1610,Lee Yu,M,BPT,Anatomy,Mayo Clinic
1611,Ronald Hurst,F,BPT,Anesthologist,Mayo Clinic
1612,Linda Gilmore,M,Board Certified,Anesthologist,Mayo Clinic
1613,Anna Lee,M,BPT,Anesthologist,Salamaniya Hospital
1614,Cameron Jackson,M,MBBS,Dermatologist,Dar Al Shifa Hospital
1615,Sydney Walker,M,Board Certified,Surgeon,King Hamad University Hospital
1616,Adam Thomas,M,MS,Surgeon,St Thomas Hospital London
1617,David Murphy,F,BPT,Psychiatrist,St Thomas Hospital London
1618,Chloe Chavez,M,D.M.,Nephrologist,Bahrain Defence Force Hospital
1619,Nicole Jones,F,D.M.,Opthalmologist,King Hamad University Hospital
1620,Donald Castro,M,BPT,Nephrologist,Dar Al Shifa Hospital
1621,Richard Rice,M,Board Certified,Anatomy,Al-Hilal Hospital
1622,Jason Clark,M,BPT,Pediatrician,King Faisal Specialist Hospital & Research Centre
1623,Ashlee Lawrence,M,MS,Anesthologist,St Thomas Hospital London
1624,Seth Vaughn,F,MD,Physiotherapist,American Mission Hospital
1625,Dawn Taylor,M,MBBS,Dermatologist,King Faisal Specialist Hospital & Research Centre
1626,Danielle Williams,M,MS,Nephrologist,Dar Al Shifa Hospital
1627,John Marshall,F,BPT,Dermatologist,Dar Al Shifa Hospital
1628,Sarah Watkins,M,Board Certified,Pediatrician,Mayo Clinic
1629,Ms. Brittany Smith PhD,M,Residency,Nephrologist,Salamaniya Hospital
1630,Gary Warren,M,D.M.,Anesthologist,American Mission Hospital
1631,Connie Thomas,M,BPT,Anesthologist,American Mission Hospital
1632,Sheri Jones,F,MBBS,Nephrologist,King Faisal Specialist Hospital & Research Centre
1633,Victoria Mills,M,Board Certified,Dermatologist,Emirates Hospital
1634,James Harris,M,MBBS,Physiotherapist,Dar Al Shifa Hospital
1635,Monica Ramirez,M,Residency,Physiotherapist,Al-Hilal Hospital
1636,Lindsey Bennett,F,BPT,Psychiatrist,King Hamad University Hospital
1637,Richard Cortez,F,BPT,Radiologist,Al-Hilal Hospital
1638,Samantha Henry,F,D.M.,Surgeon,American Mission Hospital
1639,Margaret Maldonado,F,MS,Radiologist,King Faisal Specialist Hospital & Research Centre
1640,Gina Aguirre,M,Residency,Pediatrician,St Thomas Hospital London
1641,Andrea Shelton,M,BPT,Physiotherapist,Mayo Clinic
1642,Jeff Cruz,F,MBBS,Psychiatrist,Bahrain Defence Force Hospital
1643,Cynthia Buchanan,F,MS,Dermatologist,Bahrain Defence Force Hospital
1644,Pamela Lindsey,F,BPT,Nephrologist,Salamaniya Hospital
1645,Deborah Todd,M,Board Certified,Radiologist,Bahrain Defence Force Hospital
1646,Austin Reynolds,F,BPT,Nephrologist,Mayo Clinic
1647,Jennifer Patel,F,MD,Anesthologist,King Faisal Specialist Hospital & Research Centre
1648,Nathaniel Sanchez,M,MS,Physiotherapist,Emirates Hospital
1649,Ronald King,M,D.M.,Radiologist,American Mission Hospital
1650,Krista Durham,F,MS,Physiotherapist,St Thomas Hospital London
1651,Carlos Owens,M,Residency,Physiotherapist,Bahrain Defence Force Hospital
1652,Patricia Andrews,M,BPT,Radiologist,Al-Hilal Hospital
1653,Stephanie Lee,F,Residency,Nephrologist,St Thomas Hospital London
1654,Kelsey Ballard,F,MBBS,Nephrologist,King Hamad University Hospital
1655,Jeremiah Ruiz,M,Board Certified,Opthalmologist,American Mission Hospital
1656,Terri Miller,M,Residency,Anesthologist,Mayo Clinic
1657,Amy Garza,M,D.M.,Anatomy,King Hamad University Hospital
1658,Amy Ortiz,M,BPT,Opthalmologist,Bahrain Defence Force Hospital
1659,Eugene Mills,M,MS,Anatomy,Dar Al Shifa Hospital
1660,Kimberly Shaw,M,MD,Pediatrician,Salamaniya Hospital
1661,Jordan Graves,M,Board Certified,Opthalmologist,Al-Hilal Hospital
1662,Michael Hale,F,MS,Opthalmologist,Dar Al Shifa Hospital
1663,Tina Rios,M,MS,Anesthologist,Dar Al Shifa Hospital
1664,Sean Vaughn,M,Board Certified,Psychiatrist,St Thomas Hospital London
1665,Maria Kennedy MD,M,MS,Anesthologist,Salamaniya Hospital
1666,Robert Martin,M,BPT,Pediatrician,American Mission Hospital
1667,Greg Mitchell,M,D.M.,Surgeon,American Mission Hospital
1668,Mary Johnson,F,MD,Opthalmologist,Dar Al Shifa Hospital
1669,Tammy Figueroa,M,MD,Physiotherapist,King Faisal Specialist Hospital & Research Centre
1670,Matthew Hall,F,Board Certified,Pediatrician,Al-Hilal Hospital
1671,James Scott,M,BPT,Anesthologist,Salamaniya Hospital
1672,Brian Peterson,M,MBBS,Anatomy,American Mission Hospital
1673,Gary King,M,MS,Anesthologist,Dar Al Shifa Hospital
1674,Cynthia Miller,M,Board Certified,Anesthologist,Mayo Clinic
1675,Sarah Garcia,M,MD,Physiotherapist,St Thomas Hospital London
1676,Steve Lamb,F,MBBS,Anatomy,Emirates Hospital
1677,Lori Glover,M,D.M.,Nephrologist,Bahrain Defence Force Hospital
1678,Mr. Mathew Strickland,M,MD,Anesthologist,Al-Hilal Hospital
1679,Robert Parker,F,MBBS,Surgeon,King Faisal Specialist Hospital & Research Centre
1680,Glenn Dickson,M,MD,Opthalmologist,Al-Hilal Hospital
1681,Matthew Frank,F,BPT,Radiologist,Salamaniya Hospital
1682,Rebecca Moses,M,D.M.,Opthalmologist,Bahrain Defence Force Hospital
1683,Hunter Richards,M,MD,Nephrologist,Mayo Clinic
1684,Crystal Rojas,M,Board Certified,Radiologist,King Faisal Specialist Hospital & Research Centre
1685,Peter Reese,M,Board Certified,Pediatrician,Al-Hilal Hospital
1686,Cassandra Freeman,M,Board Certified,Radiologist,King Hamad University Hospital
1687,Ruth Leblanc,M,BPT,Dermatologist,Al-Hilal Hospital
1688,Tamara Lewis,M,Residency,Psychiatrist,American Mission Hospital
1689,Karen Wright,M,Board Certified,Anesthologist,St Thomas Hospital London
1690,Angela Lindsey,F,D.M.,Anatomy,Emirates Hospital
1691,Richard Daniels,M,D.M.,Anatomy,St Thomas Hospital London
1692,Heather Jones,M,D.M.,Opthalmologist,Salamaniya Hospital
1693,Isaac Fitzpatrick,M,D.M.,Anesthologist,Dar Al Shifa Hospital
1694,Jose Martin,M,Residency,Physiotherapist,St Thomas Hospital London
1695,Robert Lucas,M,MS,Anesthologist,Al-Hilal Hospital
1696,Jonathan Martinez,F,BPT,Physiotherapist,Dar Al Shifa Hospital
1697,Larry King,M,MBBS,Opthalmologist,Dar Al Shifa Hospital
1698,Nicholas Johnson,M,MS,Nephrologist,American Mission Hospital
1699,Marvin Hardy,F,MD,Nephrologist,Salamaniya Hospital
1700,Nicole Stanton MD,M,MBBS,Surgeon,Mayo Clinic
1701,Andrea Smith,F,MS,Anesthologist,American Mission Hospital
1702,Ellen Norman,M,MS,Nephrologist,Bahrain Defence Force Hospital
1703,Felicia Hicks,F,D.M.,Surgeon,King Hamad University Hospital
1704,Sheri Martinez,M,Board Certified,Dermatologist,American Mission Hospital
1705,Lisa Arnold,F,D.M.,Dermatologist,Bahrain Defence Force Hospital
1706,Teresa Gardner,M,D.M.,Opthalmologist,St Thomas Hospital London
1707,Christopher Carter,M,D.M.,Anatomy,Al-Hilal Hospital
1708,Jeremiah Morris,F,Board Certified,Opthalmologist,King Faisal Specialist Hospital & Research Centre
1709,Diana Hale,M,Board Certified,Nephrologist,King Faisal Specialist Hospital & Research Centre
1710,Alexander Pearson,M,MD,Anesthologist,Mayo Clinic
1711,Walter Mason,M,BPT,Pediatrician,St Thomas Hospital London
1712,Timothy Thompson,M,Board Certified,Pediatrician,King Hamad University Hospital
1713,Eric Lee,M,MBBS,Radiologist,Dar Al Shifa Hospital
1714,Tiffany Mcbride,M,MBBS,Pediatrician,Al-Hilal Hospital
1715,Christian Lee,M,BPT,Pediatrician,Emirates Hospital
1716,Monica Webster,M,MS,Psychiatrist,Mayo Clinic
1717,John Lee,M,MD,Pediatrician,Dar Al Shifa Hospital
1718,William Sharp,M,D.M.,Anesthologist,Dar Al Shifa Hospital
1719,Dawn Hess,M,Board Certified,Dermatologist,Al-Hilal Hospital
1720,Robert Finley,M,D.M.,Surgeon,Emirates Hospital
1721,Daniel Hatfield,M,MS,Nephrologist,American Mission Hospital
1722,Adrienne Jones,M,MD,Nephrologist,Al-Hilal Hospital
1723,Michael King,F,Residency,Nephrologist,Emirates Hospital
1724,Brett Bailey,M,D.M.,Radiologist,Mayo Clinic
1725,Johnny Wright,M,MS,Radiologist,King Hamad University Hospital
1726,Katie Phillips,M,MBBS,Nephrologist,Mayo Clinic
1727,Sean Garcia,M,D.M.,Nephrologist,King Hamad University Hospital
1728,Joy Krause,M,Residency,Anatomy,King Hamad University Hospital
1729,Jon Reed,F,MS,Physiotherapist,Mayo Clinic
1730,Devon Mata,F,D.M.,Anesthologist,American Mission Hospital
1731,Jonathan Robinson,M,MBBS,Surgeon,Salamaniya Hospital
1732,Susan Jenkins,M,Board Certified,Dermatologist,American Mission Hospital
1733,Susan Barrera MD,M,D.M.,Opthalmologist,King Faisal Specialist Hospital & Research Centre
1734,Savannah Porter,M,MS,Nephrologist,Dar Al Shifa Hospital
1735,Nathaniel Young,M,MBBS,Dermatologist,St Thomas Hospital London
1736,Linda Taylor,M,MD,Radiologist,Bahrain Defence Force Hospital
1737,Kimberly Petersen MD,M,MS,Opthalmologist,American Mission Hospital
1738,Madeline Frank,F,MD,Physiotherapist,Salamaniya Hospital
1739,Mary Raymond,F,Board Certified,Nephrologist,Salamaniya Hospital
1740,Mike Reyes,M,BPT,Surgeon,Emirates Hospital
1741,Lisa Gonzalez,M,Board Certified,Anesthologist,Dar Al Shifa Hospital
1742,Donald Price,M,Residency,Nephrologist,St Thomas Hospital London
1743,Troy Mccormick,F,D.M.,Radiologist,Emirates Hospital
1744,Edward Ritter,M,Board Certified,Psychiatrist,Emirates Hospital
1745,Samantha Hunt,M,D.M.,Psychiatrist,St Thomas Hospital London
1746,Janet Morgan,M,MD,Psychiatrist,Dar Al Shifa Hospital
1747,Erica Smith,M,MBBS,Opthalmologist,King Hamad University Hospital
1748,Ryan Goodwin,M,MS,Surgeon,Al-Hilal Hospital
1749,Terry Wolf,F,Board Certified,Pediatrician,Al-Hilal Hospital
1750,Larry Soto,F,MS,Anatomy,Salamaniya Hospital
1751,Kyle Maxwell,F,D.M.,Psychiatrist,St Thomas Hospital London
1752,Sandra Wilson,F,Residency,Opthalmologist,Mayo Clinic
1753,Andrew Mathis,M,D.M.,Opthalmologist,King Hamad University Hospital
1754,Brian Hunter,M,MS,Surgeon,St Thomas Hospital London
1755,Lori Sawyer,M,MS,Nephrologist,Bahrain Defence Force Hospital
1756,Johnny Paul,M,Board Certified,Opthalmologist,Bahrain Defence Force Hospital
1757,Philip Myers,M,MD,Psychiatrist,Bahrain Defence Force Hospital
1758,Jamie Stevens DVM,M,MD,Nephrologist,St Thomas Hospital London
1759,James Ruiz,M,BPT,Surgeon,Emirates Hospital
1760,Kristina Medina,F,MS,Physiotherapist,American Mission Hospital
1761,Jane Ellis,F,BPT,Physiotherapist,St Thomas Hospital London
1762,Laura Schwartz DDS,M,MBBS,Physiotherapist,Al-Hilal Hospital
1763,Edward Heath,M,MBBS,Pediatrician,Bahrain Defence Force Hospital
1764,Kevin Murray,M,Residency,Surgeon,Salamaniya Hospital
1765,Melanie Guerrero,M,MD,Anesthologist,American Mission Hospital
1766,Michael Reyes,F,Residency,Physiotherapist,American Mission Hospital
1767,Tracie Chavez,F,MS,Pediatrician,Bahrain Defence Force Hospital
1768,Shannon Anderson,M,BPT,Opthalmologist,King Faisal Specialist Hospital & Research Centre
1769,Latoya Williams,M,Residency,Nephrologist,Al-Hilal Hospital
1770,Richard Bennett,F,BPT,Anesthologist,Dar Al Shifa Hospital
1771,Christine Kirby,M,Residency,Pediatrician,Bahrain Defence Force Hospital
1772,William Carlson,M,BPT,Anatomy,St Thomas Hospital London
1773,Kelly Williams,M,BPT,Radiologist,King Hamad University Hospital
1774,Jeremy Russell,M,MD,Radiologist,Emirates Hospital
1775,Julie Sutton,M,Residency,Psychiatrist,Bahrain Defence Force Hospital
1776,Jeffrey Fuller,M,Residency,Dermatologist,Dar Al Shifa Hospital
1777,Melanie Valenzuela,M,D.M.,Physiotherapist,Emirates Hospital
1778,Cynthia Snyder,F,MBBS,Dermatologist,Mayo Clinic
1779,Jordan Obrien,M,D.M.,Anatomy,Mayo Clinic
1780,Deborah Boyd,M,MBBS,Opthalmologist,Salamaniya Hospital
1781,Robert Lopez,M,Board Certified,Radiologist,Bahrain Defence Force Hospital
1782,Darryl Wood,M,Board Certified,Pediatrician,King Faisal Specialist Hospital & Research Centre
1783,Jerry Graham,M,D.M.,Nephrologist,Salamaniya Hospital
1784,Abigail Martin,M,Board Certified,Surgeon,St Thomas Hospital London
1785,Alison Doyle,M,MD,Nephrologist,Dar Al Shifa Hospital
1786,Dr. Monica Lamb,M,MD,Dermatologist,King Hamad University Hospital
1787,Rachel Evans,M,MD,Psychiatrist,Emirates Hospital
1788,Hannah Frank,M,Board Certified,Opthalmologist,St Thomas Hospital London
1789,Laurie Davis,M,MBBS,Dermatologist,Emirates Hospital
1790,Sean Garcia,M,MS,Surgeon,Emirates Hospital
1791,Willie Shaw,M,MD,Pediatrician,St Thomas Hospital London
1792,John Harris,M,MS,Anesthologist,Bahrain Defence Force Hospital
1793,Matthew Clark,M,MD,Nephrologist,Al-Hilal Hospital
1794,Karen Wang,M,MD,Psychiatrist,Al-Hilal Hospital
1795,Andrew Harris,M,D.M.,Nephrologist,King Hamad University Hospital
1796,Monique Heath,M,D.M.,Opthalmologist,Bahrain Defence Force Hospital
1797,Alisha Hughes,M,Residency,Pediatrician,Al-Hilal Hospital
1798,Mrs. Melanie Daniel MD,M,Residency,Opthalmologist,St Thomas Hospital London
1799,Mr. Tracy Nichols,M,Board Certified,Pediatrician,Al-Hilal Hospital
1800,Brent Wood,M,Board Certified,Opthalmologist,Mayo Clinic
1801,Patricia Pruitt,M,D.M.,Dermatologist,Al-Hilal Hospital
1802,Eric Guerra,M,D.M.,Radiologist,St Thomas Hospital London
1803,Stephen Brooks,F,BPT,Pediatrician,Emirates Hospital
1804,Ruben Mosley,M,Board Certified,Dermatologist,King Faisal Specialist Hospital & Research Centre
1805,Julia Martinez,M,MD,Psychiatrist,Al-Hilal Hospital
1806,Jon Garcia,M,MBBS,Psychiatrist,Al-Hilal Hospital
1807,Nicholas Mcclain,F,MD,Nephrologist,Al-Hilal Hospital
1808,Jennifer Kirk,M,BPT,Opthalmologist,Dar Al Shifa Hospital
1809,Gina Carter,M,BPT,Psychiatrist,Mayo Clinic
1810,Madison Webb,M,D.M.,Nephrologist,Dar Al Shifa Hospital
1811,Travis Rios,M,BPT,Radiologist,Mayo Clinic
1812,Tina Harrington,F,MS,Pediatrician,American Mission Hospital
1813,John Williams,F,MD,Physiotherapist,King Hamad University Hospital
1814,Michael Howell,F,MS,Nephrologist,St Thomas Hospital London
1815,Jessica Bender,F,MS,Pediatrician,Emirates Hospital
1816,Jason Maldonado,M,Residency,Anesthologist,Bahrain Defence Force Hospital
1817,Jaime Gonzalez,M,D.M.,Nephrologist,St Thomas Hospital London
1818,Dr. Thomas Sanchez,M,Residency,Nephrologist,Salamaniya Hospital
1819,Robert Mckinney,M,BPT,Nephrologist,Emirates Hospital
1820,Michael Reeves,M,BPT,Dermatologist,Mayo Clinic
1821,Scott Baker,M,MD,Dermatologist,King Faisal Specialist Hospital & Research Centre
1822,Vanessa Johnson,M,MS,Anesthologist,Dar Al Shifa Hospital
1823,Patricia Howard,M,D.M.,Dermatologist,Bahrain Defence Force Hospital
1824,Timothy Ramirez,M,Residency,Nephrologist,St Thomas Hospital London
1825,Kevin Wheeler DDS,M,MS,Anesthologist,Salamaniya Hospital
1826,Robert Andersen,M,Residency,Dermatologist,Al-Hilal Hospital
1827,Amy Ware,M,MBBS,Surgeon,Emirates Hospital
1828,Roberta Smith,M,Board Certified,Nephrologist,Bahrain Defence Force Hospital
1829,Karen Garcia,M,D.M.,Nephrologist,Dar Al Shifa Hospital
1830,Adam Baldwin,M,BPT,Nephrologist,Bahrain Defence Force Hospital
1831,Angela Davis,M,Board Certified,Anesthologist,King Faisal Specialist Hospital & Research Centre
1832,Matthew Ponce,M,Residency,Anesthologist,Salamaniya Hospital
1833,Morgan Chavez,F,BPT,Surgeon,St Thomas Hospital London
1834,Martin Clark III,M,Board Certified,Psychiatrist,Al-Hilal Hospital
1835,Duane Torres Jr.,M,D.M.,Anesthologist,King Faisal Specialist Hospital & Research Centre
1836,Luis Rodgers,M,MS,Pediatrician,Bahrain Defence Force Hospital
1837,James Boyd,M,MS,Opthalmologist,Salamaniya Hospital
1838,Paul Gray,M,MS,Surgeon,Emirates Hospital
1839,Christine Sosa,M,Residency,Anesthologist,Mayo Clinic
1840,Anthony Wade,F,D.M.,Psychiatrist,Al-Hilal Hospital
1841,Scott Adams,M,MD,Psychiatrist,King Hamad University Hospital
1842,David Johnson,M,BPT,Opthalmologist,Al-Hilal Hospital
1843,Wendy Edwards,M,BPT,Dermatologist,Dar Al Shifa Hospital
1844,Matthew Bush,M,Board Certified,Nephrologist,Mayo Clinic
1845,James Pittman,M,MD,Pediatrician,Bahrain Defence Force Hospital
1846,Courtney Hamilton,F,MD,Anatomy,Emirates Hospital
1847,Matthew Marshall,M,Board Certified,Surgeon,Salamaniya Hospital
1848,Colin Rivers,F,Residency,Opthalmologist,Salamaniya Hospital
1849,Lisa Moore,M,BPT,Anesthologist,Salamaniya Hospital
1850,Mr. Blake Moran,M,MS,Radiologist,Dar Al Shifa Hospital
1851,Lisa Davis,M,MBBS,Anatomy,St Thomas Hospital London
1852,Erin Wood,M,MD,Anatomy,Emirates Hospital
1853,Christopher King,M,MD,Anesthologist,St Thomas Hospital London
1854,Devin Smith,M,Board Certified,Dermatologist,Salamaniya Hospital
1855,Teresa Barker,M,BPT,Psychiatrist,American Mission Hospital
1856,Mrs. Heather Guzman,F,D.M.,Anatomy,St Thomas Hospital London
1857,Amy Gibbs,M,MS,Surgeon,Al-Hilal Hospital
1858,Todd Phillips,M,MBBS,Surgeon,American Mission Hospital
1859,Dr. Rita Stokes,M,BPT,Physiotherapist,Salamaniya Hospital
1860,Manuel Salas,M,MD,Anesthologist,Dar Al Shifa Hospital
1861,Jeffrey Collins,F,D.M.,Anesthologist,King Faisal Specialist Hospital & Research Centre
1862,Sarah Price,M,BPT,Surgeon,King Faisal Specialist Hospital & Research Centre
1863,Maria Martin,M,Residency,Pediatrician,Salamaniya Hospital
1864,Jessica Moore,M,D.M.,Opthalmologist,King Hamad University Hospital
1865,Jeffrey Morgan,M,MBBS,Pediatrician,Emirates Hospital
1866,Autumn Brown,M,MS,Pediatrician,Mayo Clinic
1867,Tiffany Fields,M,Residency,Anesthologist,American Mission Hospital
1868,Joanna Walker,M,D.M.,Pediatrician,Emirates Hospital
1869,Jeff Mckay,M,MD,Dermatologist,King Faisal Specialist Hospital & Research Centre
1870,Ronald Shepherd,F,MD,Surgeon,Salamaniya Hospital
1871,Michael Rivera,M,D.M.,Surgeon,Emirates Hospital
