visit_date,ssn,hosp_name
2020/9/14,100000010,King Hamad University Hospital
2020/11/26,100000274,American Mission Hospital
2021/6/21,100000155,Bahrain Defence Force Hospital
2021/11/3,100000233,Mayo Clinic
2019/8/7,100000267,King Hamad University Hospital
2021/5/3,100000059,Al-Hilal Hospital
2020/3/23,100000090,St Thomas Hospital London
2020/7/14,100000217,Mayo Clinic
2020/1/3,100000061,Mayo Clinic
2020/11/4,100000016,Bahrain Defence Force Hospital
2021/4/5,100000055,Emirates Hospital
2019/7/18,100000080,King Faisal Specialist Hospital & Research Centre
2019/5/17,100000170,Bahrain Defence Force Hospital
2019/8/12,100000040,Dar Al Shifa Hospital
2021/10/25,100000297,American Mission Hospital
2019/10/3,100000117,Salamaniya Hospital
2020/5/9,100000192,Dar Al Shifa Hospital
2019/11/21,100000013,St Thomas Hospital London
2019/1/26,100000267,Dar Al Shifa Hospital
2019/7/6,100000295,St Thomas Hospital London
2021/2/27,100000117,Mayo Clinic
2020/6/2,100000169,American Mission Hospital
2020/8/9,100000217,St Thomas Hospital London
2021/11/23,100000004,American Mission Hospital
2020/8/9,100000104,Salamaniya Hospital
2019/10/10,100000295,King Hamad University Hospital
2019/11/2,100000250,Bahrain Defence Force Hospital
2020/2/22,100000248,Mayo Clinic
2019/11/4,100000240,St Thomas Hospital London
2021/1/7,100000152,King Faisal Specialist Hospital & Research Centre
2021/3/15,100000223,Dar Al Shifa Hospital
2021/4/12,100000082,Dar Al Shifa Hospital
2021/9/6,100000128,Bahrain Defence Force Hospital
2020/8/4,100000248,Mayo Clinic
2021/3/24,100000091,St Thomas Hospital London
2019/6/8,100000019,King Faisal Specialist Hospital & Research Centre
2019/1/7,100000281,American Mission Hospital
2019/4/3,100000202,Emirates Hospital
2019/1/12,100000211,Al-Hilal Hospital
2019/8/18,100000296,Dar Al Shifa Hospital
2021/6/26,100000154,King Hamad University Hospital
2019/7/21,100000260,Mayo Clinic
2021/10/26,100000106,Emirates Hospital
2021/1/17,100000150,American Mission Hospital
2021/11/9,100000087,Bahrain Defence Force Hospital
2019/9/17,100000083,Mayo Clinic
2020/2/10,100000040,King Faisal Specialist Hospital & Research Centre
2020/8/8,100000045,American Mission Hospital
2021/9/10,100000045,Dar Al Shifa Hospital
2020/2/9,100000060,American Mission Hospital
2019/8/13,100000236,St Thomas Hospital London
2020/2/17,100000298,Bahrain Defence Force Hospital
2020/2/11,100000111,Mayo Clinic
2020/5/9,100000110,American Mission Hospital
2021/10/3,100000161,Dar Al Shifa Hospital
2021/2/5,100000247,Salamaniya Hospital
2020/10/21,100000188,Bahrain Defence Force Hospital
2020/5/18,100000028,Bahrain Defence Force Hospital
2020/4/23,100000298,King Faisal Specialist Hospital & Research Centre
2020/6/19,100000214,St Thomas Hospital London
2019/11/23,100000239,King Faisal Specialist Hospital & Research Centre
2021/5/27,100000283,American Mission Hospital
2019/8/8,100000089,Mayo Clinic
2019/5/4,100000264,American Mission Hospital
2020/2/24,100000055,Emirates Hospital
2021/5/4,100000035,Emirates Hospital
2020/4/8,100000182,Al-Hilal Hospital
2020/2/24,100000178,Dar Al Shifa Hospital
2020/2/8,100000260,Al-Hilal Hospital
2021/5/7,100000024,Emirates Hospital
2019/11/18,100000027,Bahrain Defence Force Hospital
2021/5/17,100000040,King Hamad University Hospital
2020/5/10,100000199,Dar Al Shifa Hospital
2021/3/26,100000034,American Mission Hospital
2019/7/25,100000082,American Mission Hospital
2019/6/20,100000197,Emirates Hospital
2021/2/16,100000154,Dar Al Shifa Hospital
2020/9/6,100000048,Al-Hilal Hospital
2019/4/18,100000183,Emirates Hospital
2019/7/17,100000012,Emirates Hospital
2021/5/21,100000096,Al-Hilal Hospital
2021/1/2,100000287,Emirates Hospital
2021/2/8,100000201,Mayo Clinic
2021/1/13,100000128,St Thomas Hospital London
2021/7/3,100000153,Bahrain Defence Force Hospital
2020/2/15,100000154,King Faisal Specialist Hospital & Research Centre
2021/11/24,100000050,Mayo Clinic
2020/7/26,100000039,Salamaniya Hospital
2021/3/19,100000069,Emirates Hospital
2020/8/12,100000091,King Faisal Specialist Hospital & Research Centre
2021/5/7,100000228,King Hamad University Hospital
2020/3/11,100000075,American Mission Hospital
2020/4/1,100000283,Al-Hilal Hospital
2020/6/8,100000163,Emirates Hospital
2021/3/21,100000013,Mayo Clinic
2021/3/5,100000130,King Hamad University Hospital
2021/4/19,100000170,Dar Al Shifa Hospital
2019/1/23,100000123,Al-Hilal Hospital
2019/10/9,100000173,King Faisal Specialist Hospital & Research Centre
2020/4/25,100000010,King Hamad University Hospital
2019/8/1,100000253,Al-Hilal Hospital
2019/6/1,100000018,King Hamad University Hospital
2021/10/1,100000187,Bahrain Defence Force Hospital
2020/9/4,100000274,Salamaniya Hospital
2021/3/7,100000056,Salamaniya Hospital
2021/5/27,100000150,Emirates Hospital
2019/3/7,100000267,Al-Hilal Hospital
2019/9/12,100000122,American Mission Hospital
2019/9/26,100000120,Dar Al Shifa Hospital
2021/7/24,100000296,American Mission Hospital
2021/4/1,100000062,St Thomas Hospital London
2020/9/27,100000122,Salamaniya Hospital
2019/10/21,100000017,King Faisal Specialist Hospital & Research Centre
2019/8/12,100000234,Bahrain Defence Force Hospital
2020/4/2,100000034,American Mission Hospital
2019/8/23,100000240,Al-Hilal Hospital
2020/1/3,100000275,Al-Hilal Hospital
2020/10/24,100000250,Emirates Hospital
2021/10/23,100000104,Bahrain Defence Force Hospital
2019/6/26,100000208,Bahrain Defence Force Hospital
2021/3/3,100000098,American Mission Hospital
2021/4/18,100000097,Dar Al Shifa Hospital
2020/2/25,100000088,Emirates Hospital
2020/11/3,100000212,Al-Hilal Hospital
2020/11/6,100000179,Bahrain Defence Force Hospital
2020/6/6,100000283,Salamaniya Hospital
2020/1/7,100000278,Dar Al Shifa Hospital
2020/11/20,100000157,Dar Al Shifa Hospital
2021/11/13,100000003,Emirates Hospital
2020/7/24,100000132,Dar Al Shifa Hospital
2020/8/14,100000073,Emirates Hospital
2020/10/11,100000132,Bahrain Defence Force Hospital
2020/7/25,100000226,Bahrain Defence Force Hospital
2020/6/13,100000279,Salamaniya Hospital
2019/8/19,100000220,Emirates Hospital
2021/6/12,100000253,Emirates Hospital
2020/9/16,100000292,Emirates Hospital
2019/11/16,100000219,Salamaniya Hospital
2021/4/10,100000053,Al-Hilal Hospital
2019/4/16,100000010,Mayo Clinic
2019/9/9,100000041,Bahrain Defence Force Hospital
2020/3/21,100000148,Emirates Hospital
2020/8/3,100000253,American Mission Hospital
2019/6/13,100000046,King Faisal Specialist Hospital & Research Centre
2019/1/13,100000226,Bahrain Defence Force Hospital
2020/7/16,100000029,King Faisal Specialist Hospital & Research Centre
2021/11/8,100000076,Bahrain Defence Force Hospital
2019/5/9,100000234,King Faisal Specialist Hospital & Research Centre
2021/2/17,100000198,St Thomas Hospital London
2020/8/13,100000088,American Mission Hospital
2019/3/1,100000016,King Hamad University Hospital
2020/6/22,100000177,Al-Hilal Hospital
2019/4/5,100000238,King Faisal Specialist Hospital & Research Centre
2020/4/22,100000289,Bahrain Defence Force Hospital
2019/8/18,100000294,Salamaniya Hospital
2020/4/7,100000088,American Mission Hospital
2019/7/22,100000204,American Mission Hospital
2020/11/6,100000084,Emirates Hospital
2019/6/19,100000094,Salamaniya Hospital
2021/4/3,100000053,King Hamad University Hospital
2020/3/16,100000298,Al-Hilal Hospital
2019/11/9,100000048,Bahrain Defence Force Hospital
2019/7/22,100000150,Mayo Clinic
2021/2/10,100000209,Dar Al Shifa Hospital
2021/10/23,100000160,Emirates Hospital
2021/11/14,100000083,Al-Hilal Hospital
2019/1/18,100000127,American Mission Hospital
2021/9/18,100000049,Mayo Clinic
2021/9/4,100000094,St Thomas Hospital London
2019/7/6,100000175,Al-Hilal Hospital
2019/2/12,100000261,St Thomas Hospital London
2020/3/4,100000066,Mayo Clinic
2020/8/21,100000045,Dar Al Shifa Hospital
2019/2/8,100000283,King Faisal Specialist Hospital & Research Centre
2019/11/16,100000217,Al-Hilal Hospital
2019/2/2,100000129,King Faisal Specialist Hospital & Research Centre
2021/7/15,100000048,Mayo Clinic
2020/9/18,100000012,Mayo Clinic
2021/1/4,100000158,Salamaniya Hospital
2020/11/10,100000098,Dar Al Shifa Hospital
2020/7/26,100000252,Emirates Hospital
2019/4/16,100000033,Bahrain Defence Force Hospital
2020/8/25,100000265,Emirates Hospital
2019/10/7,100000130,King Hamad University Hospital
2019/2/21,100000136,Mayo Clinic
2019/3/14,100000060,Bahrain Defence Force Hospital
2020/9/25,100000029,Bahrain Defence Force Hospital
2019/1/1,100000219,King Hamad University Hospital
2021/10/1,100000001,Mayo Clinic
2020/3/4,100000068,King Faisal Specialist Hospital & Research Centre
2019/9/12,100000227,King Faisal Specialist Hospital & Research Centre
2021/3/25,100000064,St Thomas Hospital London
2021/1/26,100000200,Emirates Hospital
2021/10/27,100000140,Mayo Clinic
2021/4/17,100000200,Emirates Hospital
2019/2/19,100000106,King Hamad University Hospital
2020/6/23,100000249,St Thomas Hospital London
2019/1/27,100000063,American Mission Hospital
2021/6/10,100000177,King Hamad University Hospital
2019/5/7,100000041,Salamaniya Hospital
2021/1/9,100000225,Emirates Hospital
2019/4/12,100000239,Dar Al Shifa Hospital
2021/3/11,100000012,Salamaniya Hospital
2019/10/17,100000048,Salamaniya Hospital
2020/1/2,100000110,Al-Hilal Hospital
2020/6/12,100000055,Salamaniya Hospital
2019/5/1,100000141,Emirates Hospital
2019/10/23,100000060,Dar Al Shifa Hospital
2020/10/21,100000253,King Faisal Specialist Hospital & Research Centre
2019/2/23,100000067,Bahrain Defence Force Hospital
2020/8/18,100000116,King Faisal Specialist Hospital & Research Centre
2021/1/26,100000239,Dar Al Shifa Hospital
2019/1/9,100000221,Dar Al Shifa Hospital
2020/11/11,100000151,Mayo Clinic
2019/11/24,100000106,Dar Al Shifa Hospital
2021/5/2,100000200,St Thomas Hospital London
2021/9/8,100000046,Al-Hilal Hospital
2020/7/8,100000072,Dar Al Shifa Hospital
2021/1/10,100000192,Dar Al Shifa Hospital
2021/7/20,100000084,Dar Al Shifa Hospital
2019/8/8,100000077,Bahrain Defence Force Hospital
2021/9/15,100000223,Salamaniya Hospital
2021/1/22,100000292,King Faisal Specialist Hospital & Research Centre
2020/3/20,100000128,Al-Hilal Hospital
2021/10/5,100000161,Al-Hilal Hospital
2021/1/21,100000247,American Mission Hospital
2019/11/12,100000289,American Mission Hospital
2020/4/18,100000256,Emirates Hospital
2019/10/23,100000250,St Thomas Hospital London
2021/7/11,100000104,Bahrain Defence Force Hospital
2019/11/1,100000284,Al-Hilal Hospital
2021/3/16,100000289,Salamaniya Hospital
2021/11/14,100000074,American Mission Hospital
2020/11/27,100000089,St Thomas Hospital London
2021/3/13,100000021,Bahrain Defence Force Hospital
2021/5/18,100000027,Dar Al Shifa Hospital
2019/8/9,100000255,American Mission Hospital
2020/6/3,100000290,St Thomas Hospital London
2020/1/21,100000120,American Mission Hospital
2019/8/8,100000121,Emirates Hospital
2021/1/1,100000213,Salamaniya Hospital
2021/10/2,100000012,Mayo Clinic
2021/4/24,100000069,St Thomas Hospital London
2019/2/27,100000130,Bahrain Defence Force Hospital
2020/11/11,100000013,Salamaniya Hospital
2019/9/13,100000225,American Mission Hospital
2019/11/5,100000202,Al-Hilal Hospital
2019/11/15,100000285,King Hamad University Hospital
2019/1/27,100000268,King Hamad University Hospital
2019/3/23,100000260,St Thomas Hospital London
2019/4/12,100000091,Al-Hilal Hospital
2020/11/19,100000062,Mayo Clinic
2021/11/4,100000270,Mayo Clinic
2019/2/11,100000185,St Thomas Hospital London
2019/8/5,100000284,Al-Hilal Hospital
2020/1/16,100000027,King Hamad University Hospital
2020/2/5,100000003,Mayo Clinic
2021/1/3,100000219,King Hamad University Hospital
2019/5/18,100000264,Mayo Clinic
2019/2/27,100000252,King Hamad University Hospital
2021/5/14,100000258,Dar Al Shifa Hospital
2020/11/26,100000214,Salamaniya Hospital
2021/11/23,100000282,King Faisal Specialist Hospital & Research Centre
2019/8/17,100000151,American Mission Hospital
2020/1/9,100000242,Al-Hilal Hospital
2021/1/13,100000164,King Faisal Specialist Hospital & Research Centre
2019/6/15,100000126,American Mission Hospital
2019/3/9,100000228,Salamaniya Hospital
2021/7/19,100000150,American Mission Hospital
2021/1/1,100000134,King Hamad University Hospital
2019/7/19,100000220,King Hamad University Hospital
2021/4/26,100000056,Dar Al Shifa Hospital
2021/8/15,100000066,St Thomas Hospital London
2019/11/4,100000021,Dar Al Shifa Hospital
2021/4/21,100000238,St Thomas Hospital London
2021/5/3,100000223,King Hamad University Hospital
2020/6/13,100000109,Dar Al Shifa Hospital
2020/4/5,100000288,Bahrain Defence Force Hospital
2021/6/12,100000061,American Mission Hospital
2020/9/27,100000138,Dar Al Shifa Hospital
2021/4/8,100000117,Salamaniya Hospital
2019/4/9,100000113,American Mission Hospital
2020/9/2,100000033,American Mission Hospital
2021/7/21,100000036,Mayo Clinic
2019/11/19,100000019,King Hamad University Hospital
2020/7/24,100000169,Emirates Hospital
2021/6/22,100000131,American Mission Hospital
2019/1/14,100000043,St Thomas Hospital London
2019/4/22,100000167,American Mission Hospital
2020/7/20,100000274,St Thomas Hospital London
2021/5/1,100000191,American Mission Hospital
2020/3/11,100000282,Dar Al Shifa Hospital
2021/2/16,100000211,King Faisal Specialist Hospital & Research Centre
2019/10/14,100000258,Dar Al Shifa Hospital
2020/9/8,100000162,St Thomas Hospital London
2019/2/25,100000156,Emirates Hospital
2019/8/7,100000062,King Faisal Specialist Hospital & Research Centre
2021/1/20,100000051,Salamaniya Hospital
2019/4/20,100000184,Dar Al Shifa Hospital
2021/4/2,100000049,St Thomas Hospital London
2021/6/21,100000266,King Hamad University Hospital
2021/1/5,100000297,King Hamad University Hospital
2020/5/13,100000075,Bahrain Defence Force Hospital
2019/5/10,100000133,Bahrain Defence Force Hospital
2019/9/9,100000034,St Thomas Hospital London
2021/7/14,100000163,American Mission Hospital
2020/7/9,100000251,Mayo Clinic
2019/10/2,100000194,St Thomas Hospital London
2020/9/8,100000019,American Mission Hospital
2020/2/16,100000288,King Faisal Specialist Hospital & Research Centre
2021/10/21,100000293,Mayo Clinic
2021/6/5,100000211,Salamaniya Hospital
2021/6/27,100000157,St Thomas Hospital London
2020/6/22,100000021,Mayo Clinic
2020/5/11,100000297,St Thomas Hospital London
2019/1/7,100000038,St Thomas Hospital London
2019/11/7,100000054,Bahrain Defence Force Hospital
2020/9/19,100000166,Mayo Clinic
2020/4/14,100000245,Mayo Clinic
2020/2/7,100000272,Al-Hilal Hospital
2019/6/16,100000090,American Mission Hospital
2019/2/12,100000092,Salamaniya Hospital
2020/8/13,100000009,King Faisal Specialist Hospital & Research Centre
2019/3/22,100000156,Bahrain Defence Force Hospital
2021/8/27,100000220,King Faisal Specialist Hospital & Research Centre
2020/7/14,100000154,Bahrain Defence Force Hospital
2021/3/15,100000298,Dar Al Shifa Hospital
2019/11/4,100000082,King Hamad University Hospital
2019/9/23,100000159,St Thomas Hospital London
2020/5/16,100000278,American Mission Hospital
2019/3/11,100000210,St Thomas Hospital London
2020/4/11,100000284,Emirates Hospital
2019/10/25,100000036,Salamaniya Hospital
2021/7/18,100000186,Dar Al Shifa Hospital
2021/5/8,100000136,Emirates Hospital
2020/10/22,100000120,Mayo Clinic
2019/3/9,100000194,American Mission Hospital
2020/7/16,100000096,King Hamad University Hospital
2019/4/3,100000285,Salamaniya Hospital
2021/9/22,100000069,American Mission Hospital
2020/5/14,100000140,Al-Hilal Hospital
2020/1/2,100000246,Emirates Hospital
2019/5/15,100000230,Al-Hilal Hospital
2021/8/10,100000101,Dar Al Shifa Hospital
2021/9/1,100000074,Dar Al Shifa Hospital
2019/3/17,100000139,Bahrain Defence Force Hospital
2020/10/19,100000048,Emirates Hospital
2019/8/20,100000099,American Mission Hospital
2020/4/15,100000094,Salamaniya Hospital
2021/3/10,100000089,Bahrain Defence Force Hospital
2020/8/20,100000183,St Thomas Hospital London
2020/4/16,100000260,Emirates Hospital
2020/5/6,100000224,King Hamad University Hospital
2020/6/19,100000191,King Hamad University Hospital
2021/2/7,100000166,American Mission Hospital
2020/8/14,100000061,King Hamad University Hospital
2021/6/20,100000211,Emirates Hospital
2020/4/25,100000243,American Mission Hospital
2021/11/12,100000156,Bahrain Defence Force Hospital
2021/1/9,100000207,St Thomas Hospital London
2020/7/18,100000002,Bahrain Defence Force Hospital
2019/6/7,100000291,King Faisal Specialist Hospital & Research Centre
2019/7/5,100000021,Bahrain Defence Force Hospital
2019/10/25,100000141,King Hamad University Hospital
2019/3/1,100000277,Emirates Hospital
2021/11/19,100000123,Dar Al Shifa Hospital
2021/1/19,100000023,King Hamad University Hospital
2021/11/18,100000268,King Faisal Specialist Hospital & Research Centre
2020/11/3,100000276,Dar Al Shifa Hospital
2021/8/19,100000126,Dar Al Shifa Hospital
2020/10/24,100000165,Al-Hilal Hospital
2019/4/3,100000058,Mayo Clinic
2019/3/11,100000233,Mayo Clinic
2019/6/11,100000269,St Thomas Hospital London
2019/1/11,100000043,St Thomas Hospital London
2021/11/26,100000087,King Hamad University Hospital
2019/8/6,100000293,King Faisal Specialist Hospital & Research Centre
2020/1/22,100000049,Bahrain Defence Force Hospital
2019/3/25,100000110,Al-Hilal Hospital
2020/8/10,100000070,Mayo Clinic
2020/9/21,100000131,Bahrain Defence Force Hospital
2020/4/8,100000258,King Hamad University Hospital
2019/4/6,100000189,King Faisal Specialist Hospital & Research Centre
2020/2/12,100000189,American Mission Hospital
2019/10/6,100000169,Emirates Hospital
2021/8/5,100000298,King Hamad University Hospital
2020/7/15,100000295,St Thomas Hospital London
2020/3/16,100000288,Mayo Clinic
2019/10/20,100000240,King Faisal Specialist Hospital & Research Centre
2019/10/19,100000161,American Mission Hospital
2019/2/22,100000090,Dar Al Shifa Hospital
2021/4/6,100000272,Bahrain Defence Force Hospital
2021/3/12,100000092,Bahrain Defence Force Hospital
2019/9/8,100000285,Al-Hilal Hospital
2019/11/7,100000022,Bahrain Defence Force Hospital
2021/1/12,100000002,Al-Hilal Hospital
2021/8/26,100000276,American Mission Hospital
2020/10/2,100000223,Dar Al Shifa Hospital
2020/5/13,100000293,Bahrain Defence Force Hospital
2021/11/11,100000149,Emirates Hospital
2020/9/15,100000015,Dar Al Shifa Hospital
2020/1/12,100000101,Emirates Hospital
2021/8/6,100000083,Emirates Hospital
2019/4/7,100000262,Bahrain Defence Force Hospital
2019/4/5,100000077,Emirates Hospital
2019/4/25,100000148,Mayo Clinic
2019/5/3,100000197,King Hamad University Hospital
2021/2/27,100000049,Emirates Hospital
2021/4/9,100000001,Bahrain Defence Force Hospital
2020/1/23,100000165,Mayo Clinic
2020/8/8,100000172,Salamaniya Hospital
2021/4/18,100000289,Mayo Clinic
2021/3/16,100000097,American Mission Hospital
2019/3/24,100000299,Bahrain Defence Force Hospital
2021/11/21,100000039,Mayo Clinic
2021/11/15,100000052,Dar Al Shifa Hospital
2020/1/27,100000095,Dar Al Shifa Hospital
2020/6/15,100000126,King Hamad University Hospital
2019/8/15,100000002,American Mission Hospital
2020/8/11,100000209,Mayo Clinic
2021/6/16,100000043,Salamaniya Hospital
2021/4/25,100000095,Emirates Hospital
2021/9/25,100000112,Salamaniya Hospital
2019/4/14,100000279,Dar Al Shifa Hospital
2019/10/20,100000203,Salamaniya Hospital
2019/6/17,100000132,Al-Hilal Hospital
2021/11/14,100000148,Mayo Clinic
2020/11/13,100000168,King Hamad University Hospital
2019/1/1,100000253,Mayo Clinic
2020/6/22,100000072,Al-Hilal Hospital
2021/4/8,100000026,Dar Al Shifa Hospital
2020/11/1,100000010,Dar Al Shifa Hospital
2020/7/25,100000194,Salamaniya Hospital
2020/11/9,100000012,St Thomas Hospital London
2021/4/26,100000231,American Mission Hospital
2019/8/9,100000046,King Faisal Specialist Hospital & Research Centre
2020/4/7,100000147,Bahrain Defence Force Hospital
2019/1/8,100000175,King Hamad University Hospital
2021/3/16,100000186,Bahrain Defence Force Hospital
2020/1/22,100000130,King Faisal Specialist Hospital & Research Centre
2020/7/14,100000201,Al-Hilal Hospital
2019/10/19,100000133,Al-Hilal Hospital
2020/4/11,100000061,Al-Hilal Hospital
2020/7/25,100000186,Dar Al Shifa Hospital
2021/6/5,100000108,Bahrain Defence Force Hospital
2020/10/11,100000040,King Faisal Specialist Hospital & Research Centre
2021/2/27,100000087,Bahrain Defence Force Hospital
2021/6/1,100000090,King Hamad University Hospital
2021/3/25,100000208,Salamaniya Hospital
2021/1/18,100000037,Al-Hilal Hospital
2019/3/9,100000176,American Mission Hospital
2021/3/19,100000203,King Faisal Specialist Hospital & Research Centre
2021/5/14,100000230,Bahrain Defence Force Hospital
2020/2/25,100000271,Mayo Clinic
2021/10/13,100000152,Emirates Hospital
2020/10/4,100000267,King Faisal Specialist Hospital & Research Centre
2020/2/9,100000285,King Faisal Specialist Hospital & Research Centre
2020/6/17,100000102,Bahrain Defence Force Hospital
2021/2/10,100000158,Salamaniya Hospital
2020/6/21,100000225,King Hamad University Hospital
2020/9/14,100000108,Salamaniya Hospital
2019/10/14,100000047,King Hamad University Hospital
2020/7/13,100000053,Salamaniya Hospital
2021/7/17,100000146,Mayo Clinic
2019/1/25,100000164,Al-Hilal Hospital
2020/4/20,100000074,King Hamad University Hospital
2020/4/4,100000274,St Thomas Hospital London
2019/10/9,100000094,King Faisal Specialist Hospital & Research Centre
2019/4/25,100000078,Dar Al Shifa Hospital
2020/10/9,100000089,Bahrain Defence Force Hospital
2020/7/16,100000259,Salamaniya Hospital
2019/11/7,100000157,Dar Al Shifa Hospital
2019/1/22,100000162,Bahrain Defence Force Hospital
2020/8/11,100000017,King Hamad University Hospital
2019/11/10,100000105,Mayo Clinic
2019/7/16,100000150,Dar Al Shifa Hospital
2021/3/14,100000002,Emirates Hospital
2020/11/18,100000238,King Faisal Specialist Hospital & Research Centre
2021/3/27,100000136,Bahrain Defence Force Hospital
2020/6/7,100000235,Al-Hilal Hospital
2020/4/21,100000106,Al-Hilal Hospital
2019/1/5,100000015,Al-Hilal Hospital
2020/10/24,100000019,American Mission Hospital
2021/5/5,100000299,Bahrain Defence Force Hospital
2019/2/18,100000062,Salamaniya Hospital
2020/8/17,100000009,Salamaniya Hospital
2019/2/9,100000147,Mayo Clinic
2019/5/22,100000055,St Thomas Hospital London
2021/1/9,100000263,Mayo Clinic
2021/8/4,100000130,St Thomas Hospital London
2020/6/17,100000208,St Thomas Hospital London
2020/3/10,100000075,King Hamad University Hospital
2020/2/10,100000093,King Hamad University Hospital
2019/8/18,100000135,Dar Al Shifa Hospital
2021/5/14,100000115,Dar Al Shifa Hospital
2021/4/13,100000067,St Thomas Hospital London
2019/4/26,100000056,St Thomas Hospital London
2021/3/3,100000203,Salamaniya Hospital
2021/2/25,100000050,American Mission Hospital
2019/7/6,100000038,King Faisal Specialist Hospital & Research Centre
2020/10/9,100000019,Emirates Hospital
2021/3/20,100000077,Emirates Hospital
2021/7/10,100000017,Bahrain Defence Force Hospital
2021/9/8,100000011,American Mission Hospital
2020/4/9,100000200,Mayo Clinic
2019/10/20,100000245,Bahrain Defence Force Hospital
2021/3/19,100000188,King Hamad University Hospital
2020/8/11,100000090,Mayo Clinic
2021/5/5,100000277,Al-Hilal Hospital
2021/8/6,100000052,Mayo Clinic
2021/2/24,100000027,Dar Al Shifa Hospital
2021/4/1,100000222,Dar Al Shifa Hospital
2019/8/25,100000005,King Faisal Specialist Hospital & Research Centre
2021/6/7,100000055,St Thomas Hospital London
2019/10/27,100000101,Bahrain Defence Force Hospital
2019/2/14,100000014,King Faisal Specialist Hospital & Research Centre
2019/1/26,100000052,Mayo Clinic
2021/7/4,100000171,Dar Al Shifa Hospital
2020/11/1,100000038,Emirates Hospital
2019/4/1,100000066,Bahrain Defence Force Hospital
2021/8/13,100000168,St Thomas Hospital London
2020/9/1,100000282,Dar Al Shifa Hospital
2019/8/10,100000020,Al-Hilal Hospital
2021/2/26,100000191,Mayo Clinic
2021/2/12,100000181,American Mission Hospital
2020/2/2,100000093,King Faisal Specialist Hospital & Research Centre
2021/3/5,100000229,Dar Al Shifa Hospital
2020/7/18,100000119,Al-Hilal Hospital
2021/11/4,100000239,Bahrain Defence Force Hospital
2019/7/11,100000091,Dar Al Shifa Hospital
2021/2/8,100000281,Bahrain Defence Force Hospital
2019/1/11,100000159,American Mission Hospital
2019/5/12,100000021,Mayo Clinic
2021/7/8,100000133,Dar Al Shifa Hospital
2020/8/14,100000122,St Thomas Hospital London
2019/10/10,100000219,Dar Al Shifa Hospital
2019/4/26,100000267,Salamaniya Hospital
2021/6/15,100000250,Al-Hilal Hospital
2020/7/14,100000238,Dar Al Shifa Hospital
2021/3/23,100000141,American Mission Hospital
2019/5/27,100000164,King Faisal Specialist Hospital & Research Centre
2021/8/16,100000013,Al-Hilal Hospital
2021/1/14,100000213,Mayo Clinic
2020/8/21,100000188,Dar Al Shifa Hospital
2020/1/11,100000170,Bahrain Defence Force Hospital
2021/6/6,100000098,Dar Al Shifa Hospital
2021/8/8,100000206,Bahrain Defence Force Hospital
2020/11/26,100000114,Al-Hilal Hospital
2020/7/22,100000281,Mayo Clinic
2019/11/20,100000241,King Faisal Specialist Hospital & Research Centre
2021/5/12,100000156,Mayo Clinic
2019/7/25,100000130,Bahrain Defence Force Hospital
2019/11/7,100000200,Mayo Clinic
2021/11/12,100000037,Emirates Hospital
2019/6/11,100000280,Mayo Clinic
2019/6/20,100000175,American Mission Hospital
2021/4/4,100000291,Salamaniya Hospital
2019/8/11,100000081,Dar Al Shifa Hospital
2021/1/27,100000050,Al-Hilal Hospital
2019/9/27,100000010,King Faisal Specialist Hospital & Research Centre
2021/7/9,100000284,Salamaniya Hospital
2019/11/18,100000172,Salamaniya Hospital
2020/8/13,100000169,Bahrain Defence Force Hospital
2019/2/19,100000233,Salamaniya Hospital
2020/3/20,100000257,Bahrain Defence Force Hospital
2020/2/3,100000273,King Faisal Specialist Hospital & Research Centre
2019/5/7,100000283,Al-Hilal Hospital
2021/9/3,100000178,King Hamad University Hospital
2019/6/5,100000137,Emirates Hospital
2021/1/4,100000294,Al-Hilal Hospital
2021/8/22,100000021,Al-Hilal Hospital
2019/1/14,100000127,Mayo Clinic
2020/2/4,100000114,St Thomas Hospital London
2019/7/11,100000210,Bahrain Defence Force Hospital
2020/8/5,100000038,King Hamad University Hospital
2019/4/6,100000180,Salamaniya Hospital
2021/6/3,100000271,King Hamad University Hospital
2021/11/23,100000077,St Thomas Hospital London
2020/2/16,100000036,King Hamad University Hospital
2021/8/13,100000143,Emirates Hospital
2019/4/19,100000222,St Thomas Hospital London
2019/10/16,100000244,Salamaniya Hospital
2021/7/8,100000032,Bahrain Defence Force Hospital
2021/5/11,100000212,Emirates Hospital
2020/11/27,100000157,St Thomas Hospital London
2021/3/4,100000068,Dar Al Shifa Hospital
2021/3/25,100000080,Dar Al Shifa Hospital
2021/3/26,100000278,American Mission Hospital
2021/11/5,100000255,King Hamad University Hospital
2020/1/19,100000293,Dar Al Shifa Hospital
2019/6/2,100000082,Dar Al Shifa Hospital
2021/3/5,100000288,Al-Hilal Hospital
2019/3/9,100000263,Salamaniya Hospital
2021/10/5,100000125,Al-Hilal Hospital
2021/3/12,100000031,St Thomas Hospital London
2019/4/24,100000287,King Hamad University Hospital
2020/7/20,100000253,Emirates Hospital
2020/4/1,100000001,Salamaniya Hospital
2020/9/24,100000129,King Faisal Specialist Hospital & Research Centre
2021/6/26,100000288,Salamaniya Hospital
2021/2/19,100000099,St Thomas Hospital London
2020/11/5,100000088,St Thomas Hospital London
2021/1/15,100000042,Dar Al Shifa Hospital
2019/8/7,100000057,Bahrain Defence Force Hospital
2021/10/6,100000173,Salamaniya Hospital
